121,1,no,"Adding to or subtracting from the ""correct"" exposure time indicated by the camera's light meter, which results in a final exposure that is either lighter or darker than the recommended [Blank] time. Most cameras allow for [Blank] in 1/2, 1/3, or full-stop increments. Note that the ""correct"" exposure is not necessarily the ""best"" exposure.",ISO,Focal Length,Exposure Compensation,Shutter Speed,3,photography,2020-09-27 13:05:27,5,
122,1,no,"Literally, the measure of how much of the background and foreground area before and beyond your subject is in focus.",ISO,Aperture,f-stop or f-number,Depth of Field,4,photography,2020-09-27 13:05:27,6,
123,1,no,Who took the famous picture of six United States Marines raising the U.S. flag atop Mount Suribachi during the Battle of Iwo Jima in the final stages of the Pacific War? ,Steve McCurry,Joseph John Rosenthal,Robert Cappa,"",2,photography,2020-09-27 13:05:27,7,
124,1,no,What two former U.S. Presidents was Pete Souza the official White House photographer for? ,Carter and Obama,Reagan and Obama,Clinton and Obama,Bush and Clinton,2,photography,2020-09-27 13:05:27,1,
125,1,no,"In general, strictly based on how the image will look after you ""fix"" it, it is better to overexpose a photo than underexpose it?

",True,False,"","",1,photography,2020-09-27 13:05:27,2,
126,1,no,"What YouTube Photographer/Personality says the ""L-Mount Alliance"" funny in his videos? ",Matt Granger,Jared Polin,David Oastler,Dave McKeegan,2,photography,2020-09-27 13:05:27,3,
127,1,no,Who was the famous photographer that took the picture of the sailor kissing a dental nurse celebrating V-J Day? ,Robert Capa,Alfred Eisenstaedt,Charles Kerlee,Joe Rosenthal,2,photography,2020-09-27 13:05:27,4,
128,1,no,What is the best photography camera in 2020 from Sony in taking action still shots for professional photographers?,Sony A9II,Sony A7III,Sony A7RIV,Sony 6600,1,photography,2020-09-27 13:05:27,5,
129,1,no,You want to take picture of an object that is far away and get the best close up shot that you can. What native Sony lens would be the very best for taking that type of shot? ,Sony FE 135mm f/1.8 GM Lens,Sony FE 85mm F1.8 E-Mount Lens,Sony FE 24-240mm F3.5-6.3 OSS E-Mount Camera Lens,Sony FE 600mm f/4 GM OSS E-Mount Lens,4,photography,2020-09-27 13:05:27,6,
130,1,no,What is the proper way to balance a Wimberley WH-200 Gimbal Tripod Head II?,It doesn't matter as you can lock it in place,You don't have to balance the camera system,So it points down when let go of the camera,"Balance, lens doesn't move when let go of it",4,photography,2020-09-27 13:05:27,7,
131,1,no,Neil Leifer photograph a famous boxer knocking out another famous boxer in 1965? ,Muhammad Ali vs. George Foreman,Muhammad Ali vs. Sonny Liston,Muhammad Ali vs. Joe Frazier,George Foreman -vs- Leon Spinks,2,photography,2020-09-27 13:13:46,7,
132,1,no,The Sony A9/A9II is great for taking what kinds of pictures?,Action,Portraits,Landscapes,"",1,photography,2020-09-29 13:41:01,2,
